CustomerID,Recency,Frequency,Monetary,TenureDays
12588,45,1,21605.08,0
12589,35,2,90281.64,115
12590,196,3,150441.71,20
12591,323,1,57861.55,0
12592,98,2,35188.38,121
12593,115,3,48952.350000000006,110
12594,44,11,343717.22000000003,285
12596,57,2,64399.53,190
12597,25,5,491017.15,248
12598,16,9,341431.71,275
12599,35,7,132408.76,275
12600,35,11,154047.48,342
12601,196,6,62897.549999999996,142
12602,65,1,28803.26,0
12603,28,1,11580.1,0
12604,85,2,44911.65,182
12605,371,1,12564.19,0
12607,64,2,525145.58,2
12609,84,3,136117.68,240
12610,29,7,281371.79,103
12611,58,1,166484.01,0
12612,64,2,66564.72,16
12613,37,6,410409.81,230
12614,284,1,59353.61,0
12615,8,4,277978.14,166
12616,91,5,91167.76,212
12617,35,1,125568.03,0
12618,28,1,25677.489999999998,0
12619,22,13,257918.54,237
12620,21,3,214184.98,189
12621,8,23,1116093.13,364
12622,238,1,30729.21,0
12623,282,1,42649.520000000004,0
12624,112,2,123962.13,71
12625,218,3,248436.17,107
12626,29,13,788897.17,303
12627,17,7,557073.51,129
12628,10,4,129261.39,60
12630,16,2,176365.88,34
12631,63,1,61220.32,0
12633,65,5,274962.28,229
12635,96,2,251521.74,65
12637,73,10,927869.78,256
12638,39,1,89893.9,0
12639,245,1,48390.54,0
12640,30,3,123705.38,57
12641,121,1,27135.84,0
12642,31,3,130167.2,82
12643,134,6,61789.61,204
12644,136,1,81522.06,0
12645,40,5,159959.89,282
12646,11,2,109347.67,44
12647,28,13,327642.59,346
12648,161,1,51506.53,0
12649,113,4,84790.27,257
12650,9,1,60688.13,0
12651,341,1,19062.5,0
12652,328,2,143557.86,9
12653,155,2,112462.02,147
12654,17,5,85058.88,284
12656,23,8,297451.81,225
12657,17,5,127580.72,67
12658,25,1,91619.56,0
12659,36,1,9620.599999999999,0
12660,17,1,26553.64,0
12662,7,12,597073.88,372
12664,14,10,86232.46,314
12665,331,2,3346.23,6
12666,365,1,6171.55,0
12667,64,1,90453.65,0
12668,13,6,416929.38,348
12669,157,4,240739.13,105
12670,16,6,196991.19,222
12672,336,1,26337.91,0
12673,11,2,88085.51,321
12674,18,7,236932.76,196
12676,31,6,106702.84999999999,286
12678,48,13,423180.76,311
12679,58,9,172047.4,231
12680,7,4,135828.55000000002,112
12681,21,27,1550022.12,353
12682,10,31,1357209.51,367
12683,10,20,971330.14,361
12684,14,7,283119.19,205
12685,34,6,367672.12,65
12686,378,1,10484.83,0
12688,120,1,411340.82,0
12689,32,2,218690.78,101
12690,212,1,36448.61,0
12691,34,6,89529.75,329
12693,127,6,116778.59,198
12694,76,2,100424.5,112
12695,13,4,65675.4,203
12697,27,5,111554.02,148
12700,14,6,702760.5,207
12701,86,2,140302.02,162
12702,26,1,59776.28,0
12703,70,2,58367.81,7
12704,13,10,248030.52,162
12705,21,14,947897.59,341
12707,298,1,85627.83,0
12708,36,16,455839.17,338
12709,9,26,628053.21,363
12710,103,4,202481.51,104
12712,29,17,373352.41,348
12713,7,1,84926.02,0
12714,15,5,624751.87,285
12715,112,1,67148.81,0
12716,10,2,176034.56,129
12717,157,3,147777.95,94
12718,77,1,44483.56,0
12719,11,3,118785.73,59
12720,9,29,916521.68,366
12721,38,7,466896.05,334
12722,91,6,155654.69,65
12723,10,5,183264.64,61
12724,11,4,145300.63,327
12725,377,1,82832.15,0
12726,34,7,328641.56,329
12727,17,9,352755.12,309
12728,77,4,120059.77,261
12729,120,1,90717.86,0
12731,30,14,694216.18,341
12732,186,1,21778.18,0
12733,240,1,53205.19,0
12734,359,1,7466.76,0
12735,321,2,106369.89,21
12736,339,1,11702.0,0
12738,378,1,33761.71,0
12739,84,2,90889.93000000001,20
12740,70,1,60540.16,0
12743,140,2,319162.63,0
12744,58,10,640578.0599999999,266
12747,8,11,278907.21,366
12748,7,224,11912482.34,372
12749,10,8,615619.11,209
12750,135,1,42300.090000000004,0
12752,87,1,119563.0,0
12753,10,11,560320.33,358
12754,242,5,164573.54,72
12755,256,4,13432.92,115
12756,93,1,9561.32,0
12757,22,19,907833.46,195
12758,123,2,220751.04,159
12759,58,3,233554.63,223
12762,14,2,178612.05000000002,17
12763,144,2,47405.16,230
12764,323,1,114803.09,0
12766,10,7,836637.32,362
12769,245,1,76349.08,0
12770,217,1,26281.809999999998,0
12772,66,1,115826.11,0
12775,23,6,202878.12,294
12778,26,7,134781.31,292
12779,27,12,402027.14,350
12781,27,5,75545.97,263
12782,11,6,282050.17,352
12783,8,8,194315.89,73
12784,15,2,127546.93000000001,6
12785,9,2,46653.18,361
12787,16,3,49123.24,182
12789,71,1,10336.68,0
12790,198,1,68688.03,0
12791,380,1,1305.7,0
12792,263,1,40498.43,0
12793,341,2,88451.78,36
12794,59,2,107980.01,45
12795,25,1,36532.54,0
12797,366,3,44174.67,5
12798,16,3,14566.68,160
12802,190,2,65446.34,3
12808,43,3,77570.15,331
12809,174,2,66292.25,9
12811,267,3,85955.24,23
12812,51,1,55851.25,0
12814,108,1,3226.7900000000004,0
12815,154,2,104650.32,50
12816,102,2,64672.25,80
12817,287,1,9683.35,0
12818,184,2,30800.7,83
12820,9,4,142047.19,323
12821,220,1,12523.14,0
12822,77,3,84949.33,16
12823,81,5,22279.64,221
12824,66,1,70134.12,0
12826,9,8,255168.62,362
12827,12,3,56689.26,38
12828,9,6,124149.78,127
12829,328,3,22044.53,37
12830,44,7,78107.61,134
12831,268,1,25543.13,0
12832,38,2,74764.53,65
12833,151,1,65253.049999999996,0
12834,289,1,42330.24,0
12836,65,4,412861.14,252
12837,179,1,23193.73,0
12838,40,2,362325.8,340
12839,9,16,867757.04,364
12840,150,6,304763.77999999997,82
12841,11,26,1025280.59,367
12842,76,2,97486.45999999999,238
12843,72,9,284463.44,198
12844,35,2,115933.76,101
12845,273,4,54580.25,22
12847,28,1,253640.4,0
12849,37,2,110068.89,237
12851,103,1,127904.22,0
12852,296,2,34448.52,4
12853,114,9,197523.46,208
12854,85,5,281745.23,240
12855,379,1,6166.5,0
12856,14,8,718270.23,55
12857,217,2,132283.93,91
12863,58,2,19899.06,146
12864,144,1,2601.18,0
12865,32,3,246395.84,333
12866,289,1,43891.58,0
12867,32,10,1377671.65,334
12868,192,6,265615.99,187
12870,372,1,3130.69,0
12871,90,2,31876.32,123
12872,333,2,166025.02,38
12873,288,1,11614.99,0
12875,149,2,10145.7,219
12876,64,2,205777.86,138
12877,10,12,437712.27,354
12878,24,3,108656.0,248
12879,51,4,27742.4,47
12881,282,1,18812.47,0
12882,15,2,27355.0,24
12883,31,4,158886.5,64
12884,94,1,15977.05,0
12885,69,4,179946.67,60
12886,74,3,217268.83,151
12888,220,4,16575.149999999998,41
12890,30,1,229965.89,0
12891,192,3,9567.03,107
12893,37,1,76672.42,0
12895,48,3,64519.81,44
12897,211,2,4259.0599999999995,97
12901,15,36,307135.27,261
12902,271,1,25004.73,0
12904,24,2,197212.82,154
12906,18,5,150647.0,66
12908,65,4,24717.760000000002,253
12909,46,8,243043.59,213
12910,29,8,175996.37,218
12912,9,5,52156.939999999995,37
12913,11,5,128124.58,363
12915,155,2,65518.59,223
12916,145,5,287924.77999999997,181
12917,134,1,2928.2799999999997,0
12919,14,8,120021.47,161
12920,23,1,86104.78,0
12921,10,50,1800032.86,369
12922,167,1,63402.08,0
12923,70,1,49664.42,0
12924,94,5,91172.88,239
12925,11,2,113615.82,70
12928,41,5,244725.28,323
12929,128,2,19605.629999999997,189
12930,84,4,71841.82,93
12931,28,20,288971.27999999997,336
12933,30,4,292229.25,259
12935,8,8,336359.2,317
12936,23,5,160039.75,61
12937,21,4,323008.7,252
12938,32,1,16355.099999999999,0
12939,70,8,114618.69,270
12940,52,4,249346.73,41
12942,137,3,191599.63,234
12943,307,1,3744.72,0
12944,42,2,80358.89,319
12945,294,1,73759.95,0
12947,150,11,275126.6,229
12948,22,8,377842.68,248
12949,37,10,530588.71,221
12950,8,3,47266.39,21
12951,15,8,198540.68,322
12952,12,5,203418.53,72
12953,16,1,47587.19,0
12955,7,14,493966.03,266
12956,312,1,52827.13,0
12957,10,12,609745.84,335
12962,13,2,29950.64,106
12963,14,9,233014.72,357
12965,95,1,330078.66,0
12966,16,1,11465.36,0
12967,9,4,114005.17,368
12968,118,1,11204.1,0
12970,13,4,395587.75,315
12971,10,89,753251.92,368
12974,204,1,22277.73,0
12976,218,1,74980.16,0
12977,162,1,12839.91,0
12980,162,12,53629.869999999995,203
12981,36,2,63224.14,103
12982,246,2,90948.1,2
12984,25,1,8463.99,0
12985,7,3,187394.03,27
12987,80,3,83405.03,124
12988,298,1,257724.78,0
12989,9,19,198762.17,361
12990,37,3,26925.02,278
12991,29,2,66119.27,89
12993,29,4,63568.65,275
12994,10,5,173927.37,264
12995,84,2,9530.15,7
12997,28,7,169160.63,294
12999,202,3,74799.39,49
13000,113,3,64024.02,258
13001,10,15,877866.22,322
13002,324,1,23140.12,0
13003,112,3,14210.570000000002,109
13004,18,22,1128569.47,346
13005,180,3,64989.409999999996,72
13006,62,1,19008.66,0
13008,329,2,35976.55,37
13011,378,1,6022.16,0
13012,15,11,289624.3,285
13013,7,15,560668.8,370
13014,9,16,317002.57,278
13015,59,5,453705.15,195
13016,79,3,110061.34,49
13017,13,1,4288.75,0
13018,22,29,1134387.49,279
13021,10,12,307237.89,361
13023,70,2,96873.65,65
13026,7,8,107545.64,274
13027,120,6,80473.19,240
13028,29,3,114117.21,22
13029,37,3,17972.75,322
13030,17,2,235504.87,356
13032,45,3,203406.25,48
13033,363,1,38982.39,0
13034,61,2,96380.75,314
13035,64,3,71721.14,203
13037,144,3,111507.20999999999,118
13038,86,3,75972.55,210
13040,15,2,114961.27,24
13043,260,2,37174.74,19
13044,297,1,82850.71,0
13045,105,1,38669.11,0
13046,37,2,89375.64,235
13047,38,18,537358.82,342
13048,20,5,328421.62,312
13049,70,2,47893.46,253
13050,15,28,1077220.51,357
13052,218,1,54550.18,0
13055,70,4,240184.12,149
13058,31,3,24804.489999999998,127
13059,256,1,14369.98,0
13060,260,1,21239.73,0
13061,78,1,15083.3,0
13062,197,1,17542.09,0
13064,19,4,167734.98,314
13065,379,1,36312.56,0
13066,30,3,97733.56,7
13067,88,1,21197.75,0
13068,16,2,1858.41,309
13069,7,27,1112672.28,368
13070,198,1,24473.04,0
13072,273,1,19603.449999999997,0
13075,136,1,44215.15,0
13077,7,4,279455.7,365
13078,7,43,912701.72,365
13079,10,5,18162.1,136
13080,185,1,6428.3,0
13081,7,21,2638158.3,369
13082,132,10,244651.78,212
13083,10,2,51451.799999999996,71
13085,164,3,64151.47,137
13089,9,118,4739395.74,366
13090,15,18,416705.76,364
13091,27,2,75308.68000000001,7
13092,77,6,83263.84,288
13093,273,13,423408.18,106
13094,27,16,41425.46,347
13095,77,1,15108.060000000001,0
13097,39,14,1141717.7,327
13098,7,41,1576223.47,316
13099,105,1,1925.25,0
13101,240,1,20428.0,0
13102,7,27,815199.19,363
13103,46,1,26358.45,0
13104,9,6,48864.01,351
13106,135,2,2933.04,4
13107,50,5,166677.66,289
13108,379,1,14617.16,0
13109,9,5,123761.02,154
13110,37,8,372117.65,279
13113,7,40,701501.51,365
13115,15,14,336289.84,357
13116,123,2,112840.89,21
13117,28,8,176428.77,350
13118,26,7,191878.59,269
13120,245,1,385.84,0
13121,275,2,127636.33,0
13122,100,2,110007.17,146
13124,96,3,609551.28,269
13126,11,10,364989.88,361
13127,84,1,20555.52,0
13130,100,1,3427.29,0
13131,29,4,140577.02,164
13132,268,1,12382.490000000002,0
13133,280,2,18003.77,30
13134,79,7,293751.89,167
13135,203,1,2515.35,0
13136,56,11,330101.65,315
13137,17,9,1773029.69,298
13138,28,6,177635.77,350
13139,22,8,455127.97,243
13140,114,3,140007.2,258
13141,91,6,361388.38,230
13142,25,1,67468.05,0
13144,339,1,7257.400000000001,0
13145,46,5,15067.33,332
13146,32,1,37872.68,0
13147,16,4,7863.44,89
13148,35,17,896262.27,335
13149,20,4,233330.09,274
13151,209,2,199487.22,92
13153,12,1,33413.99,0
13154,150,1,4494.64,0
13155,39,4,216211.07,335
13157,55,5,224771.41999999998,248
13158,101,4,204095.82,224
13159,15,5,301420.97000000003,106
13160,28,1,14167.08,0
13161,319,1,16781.66,0
13162,128,5,211129.18,212
13165,52,2,106805.07,305
13166,288,2,76747.31,0
13167,25,4,148310.89,125
13168,42,5,315161.05,281
13169,70,2,24476.57,188
13170,33,1,81897.12,0
13171,14,5,117289.81,291
13173,10,2,126414.07,363
13174,22,3,798119.26,352
13176,52,1,191246.75,0
13177,71,1,29473.26,0
13178,32,11,686379.8,334
13182,51,1,20667.23,0
13183,14,9,218851.88999999998,326
13184,21,12,445212.98,275
13185,274,1,3617.4,0
13186,46,5,198740.05,89
13187,343,1,130229.06,0
13188,17,1,514.55,0
13189,25,2,55332.15,96
13192,101,2,162558.19,109
13193,67,1,61054.06,0
13194,142,1,10127.099999999999,0
13196,17,4,278867.93,250
13198,16,8,631584.35,351
13199,10,39,330852.97000000003,363
13200,25,4,118094.31,107
13203,16,4,118643.48,232
13207,21,2,21631.87,135
13208,65,7,328768.86,250
13209,36,11,809863.96,331
13210,100,1,59635.86,0
13211,16,3,155689.59,350
13212,15,4,371865.76,52
13213,63,6,244237.78,142
13216,274,1,4371.66,0
13217,128,5,18390.0,34
13218,133,1,9910.25,0
13220,84,4,43522.32,158
13221,246,2,176013.96,119
13223,206,2,18200.98,31
13224,66,3,297829.01,91
13225,9,8,88782.52,358
13226,279,1,45063.97,0
13227,208,1,18576.02,0
13228,87,1,6672.5,0
13229,232,1,28745.0,0
13230,10,15,1567205.17,360
13232,19,7,506534.95,230
13233,80,2,106105.76000000001,261
13235,218,2,148403.7,0
13236,31,3,96160.93000000001,82
13238,17,5,81180.14,349
13239,268,1,59977.14,0
13240,102,4,176150.82,269
13242,118,3,29372.010000000002,101
13243,209,1,156099.37,0
13244,99,1,80865.82,0
13245,57,1,39962.87,0
13246,24,7,349858.96,312
13247,24,4,38357.27,64
13248,131,2,82951.48,64
13249,98,3,62254.44,168
13253,163,2,111724.54,182
13255,10,3,32192.899999999998,369
13256,20,1,618.6,0
13258,18,3,128499.73999999999,193
13259,68,1,187085.4,0
13260,67,1,24655.010000000002,0
13261,275,2,28883.34,17
13262,269,1,26356.41,0
13263,7,35,4233075.52,323
13265,59,5,206392.06,220
13266,17,19,449818.1,347
13267,9,27,556534.66,364
13268,24,15,1133420.9,249
13269,7,17,826257.97,368
13270,372,1,4158.400000000001,0
13271,43,2,275037.61,0
13272,37,2,43716.96,58
13273,119,1,34941.81,0
13276,70,2,77900.88,36
13277,22,4,18743.33,117
13278,47,1,123390.76,0
13279,70,2,17985.6,14
13280,128,3,224160.77,214
13282,24,6,98391.66,202
13283,66,2,11781.7,125
13284,329,2,41192.380000000005,8
13285,29,4,462664.08,266
13291,162,1,99119.92,0
13292,45,2,100743.52,245
13294,196,2,156638.74,59
13295,366,2,24095.21,12
13296,143,1,17677.519999999997,0
13297,14,4,147570.07,59
13298,7,1,1019.64,0
13299,274,1,15005.429999999998,0
13300,171,2,69555.12,4
13301,110,4,205118.46,188
13302,161,1,274.93,0
13304,357,1,54420.42,0
13305,10,10,238931.28,368
13307,126,1,1308.2,0
13308,29,4,147070.34,180
13309,13,5,264375.95,301
13310,15,6,206065.44,315
13311,10,2,66028.88,145
13313,28,5,201050.7,317
13314,8,4,189667.85,72
13316,43,5,218254.39,217
13317,70,9,358540.89,294
13318,7,3,44039.46,36
13319,11,36,1257587.38,362
13320,76,6,295173.42,143
13321,78,2,24530.5,14
13322,23,1,67826.31,0
13323,9,5,55177.0,81
13324,38,12,189652.95,328
13325,88,1,20542.96,0
13327,45,9,285975.09,326
13328,322,1,54769.18,0
13329,38,4,50412.44,335
13330,99,3,120259.71,223
13332,20,1,46605.35,0
13334,88,3,651733.84,223
13336,83,1,127083.1,0
13338,160,3,62050.64,3
13339,207,1,139406.98,0
13340,51,7,380141.55,231
13341,267,1,114966.85,0
13343,179,2,69622.65,4
13344,74,3,296652.2,209
13345,283,2,47966.23,10
13347,76,1,25890.23,0
13348,70,1,45144.78,0
13349,17,1,30319.57,0
13350,22,3,101482.51,63
13351,72,1,29679.62,0
13352,14,2,68983.25,52
13354,77,1,141300.4,0
13355,128,1,67352.71,0
13356,86,1,79385.73,0
13357,263,1,254605.38,0
13358,275,1,77019.38,0
13359,65,2,58758.229999999996,4
13362,9,5,477433.13,284
13363,24,2,175536.97,26
13364,73,2,41672.33,4
13365,15,3,301208.22000000003,208
13366,56,1,99.12,0
13368,263,2,82803.68,80
13369,360,2,52694.62,11
13370,372,2,115846.14,5
13372,96,1,61481.02,0
13373,67,3,456266.0,215
13375,87,2,95085.68000000001,7
13376,105,3,126801.12999999999,135
13379,32,3,220159.92,110
13381,27,7,421702.86,277
13382,287,1,44007.43,0
13384,37,9,377037.19,147
13385,336,1,82884.19,0
13388,127,3,86394.04,10
13389,17,3,120340.43,221
13390,81,1,27135.86,0
13391,210,1,2184.06,0
13394,8,10,406565.87,308
13395,191,1,58425.15,0
13396,28,4,111684.96,297
13397,79,6,84782.16,266
13398,198,1,48681.99,0
13402,133,2,95724.03,244
13403,24,1,15437.17,0
13404,7,2,26413.440000000002,211
13405,80,3,53610.38,243
13408,8,81,1242486.09,371
13410,15,7,75370.97,282
13411,113,1,39634.31,0
13414,140,3,62682.61,162
13416,50,2,42713.36,37
13417,11,2,86481.32,200
13418,18,23,782821.54,360
13419,70,1,38545.83,0
13420,141,4,28788.300000000003,36
13421,46,3,248514.52,249
13422,57,2,327440.9,13
13425,114,3,195074.16,186
13426,7,12,362950.82,358
13427,25,3,47745.5,195
13428,16,1,185279.43,0
13429,17,4,179853.24,64
13430,25,4,128882.95,67
13431,73,2,126882.84,21
13434,80,2,31842.660000000003,22
13435,11,9,263318.81,183
13436,8,1,54500.13,0
13437,20,7,457967.07,175
13439,261,1,146113.37,0
13441,98,1,36609.42,0
13447,29,4,165898.71,12
13448,23,10,555869.77,357
13449,30,1,39761.48,0
13450,33,6,177728.68,191
13451,32,6,1032821.24,308
13452,265,2,1834.88,11
13453,172,2,47270.72,123
13455,31,4,170312.06,341
13456,24,7,214846.74,189
13458,13,22,1060816.82,352
13460,35,2,68531.28,20
13461,45,3,64267.96,124
13462,189,2,45963.340000000004,69
13464,64,1,71027.14,0
13466,106,2,35216.06,83
13467,17,2,264631.89,25
13468,8,41,719205.22,371
13470,105,2,31151.47,15
13471,7,4,549321.44,46
13473,67,3,51184.72,272
13474,242,1,174758.77,0
13475,197,4,216703.5,107
13476,185,4,127979.02,102
13477,44,8,178700.68,253
13479,204,3,39695.15,36
13481,52,8,284459.7,322
13482,238,1,20348.31,0
13483,72,1,29036.69,0
13484,247,1,23047.83,0
13485,239,1,51103.6,0
13486,84,3,167518.5,76
13487,64,3,93822.75,295
13488,23,17,1101444.3,350
13489,111,4,22989.35,189
13491,58,10,230273.73,320
13492,142,3,128024.8,78
13493,281,2,24494.85,11
13494,318,1,43666.380000000005,0
13495,14,6,166628.44,360
13496,17,3,97865.95,349
13497,289,3,57185.76,85
13499,24,7,108086.05,252
13500,29,4,159629.5,99
13501,249,2,122461.0,45
13502,23,3,40216.68,307
13503,77,1,44194.91,0
13504,70,1,54041.63,0
13505,74,8,586465.68,165
13506,318,3,88926.24,57
13507,9,4,398380.14,142
13508,250,1,32444.920000000002,0
13509,15,7,100532.34,275
13510,7,5,297126.79,182
13512,267,1,43210.71,0
13513,133,1,16832.99,0
13514,80,1,10876.96,0
13515,79,4,160445.8,175
13516,27,3,102845.72,217
13517,66,5,355872.15,120
13518,92,1,117506.78,0
13519,56,2,23436.829999999998,27
13520,65,8,221776.13,312
13521,7,3,1061498.06,8
13522,36,1,15633.89,0
13523,39,6,399338.3,333
13524,47,5,65341.04,179
13525,21,2,7907.84,233
13527,40,8,635571.6799999999,293
13529,85,2,50916.42,125
13531,211,2,50740.19,161
13532,40,1,171956.06,0
13533,189,3,203449.23,84
13534,8,43,874610.06,355
13536,7,7,435572.96,74
13538,49,7,62195.79,272
13539,92,4,97796.19,223
13544,46,2,210634.65,200
13546,18,3,213700.57,188
13548,102,2,300185.72,147
13549,32,8,106548.15,216
13551,325,1,13323.57,0
13552,72,16,294454.3,249
13555,80,4,321336.72000000003,128
13557,34,2,89538.92,252
13558,12,4,390719.66,62
13560,13,1,92952.99,0
13561,222,1,39817.450000000004,0
13562,88,3,252750.2,163
13563,90,2,116149.94,55
13564,150,5,156926.22,223
13565,25,2,90023.13,315
13566,47,2,449343.66000000003,41
13568,179,1,115558.2,0
13569,23,2,256877.09,350
13570,249,1,80085.72,0
13571,19,12,835955.39,240
13572,212,1,96604.87,0
13573,56,2,91930.29,202
13575,29,5,111408.33,152
13576,16,20,354629.35,362
13577,31,5,232857.02,216
13579,21,2,41689.81,354
13581,315,1,27397.45,0
13583,162,1,117878.51,0
13584,313,1,50268.61,0
13587,38,3,31245.760000000002,31
13588,22,13,466352.11,239
13589,21,2,65864.05,164
13590,17,7,261061.41,291
13591,71,3,159948.29,202
13592,42,4,50524.659999999996,228
13593,114,6,354954.52,227
13594,59,1,71873.94,0
13596,12,2,439180.02999999997,7
13598,53,2,104590.31,0
13599,7,33,697797.79,365
13600,318,1,47495.56,0
13601,51,2,268860.19,166
13602,71,1,55409.02,0
13603,32,1,48147.75,0
13606,35,3,125962.21,282
13607,46,1,272516.01,0
13610,18,9,510006.26,273
13611,95,4,165316.25,270
13614,30,4,505431.49,306
13615,319,2,67267.89,6
13617,46,3,124527.99,140
13618,180,1,44228.09,0
13621,123,1,52362.479999999996,0
13623,37,7,211549.87,266
13626,259,1,51222.82,0
13627,65,7,261845.3,298
13629,29,11,163224.69,315
13630,11,11,263738.97000000003,280
13631,106,12,28370.63,167
13632,31,6,380855.26,218
13634,39,5,476900.72,293
13635,74,1,164872.65,0
13636,43,6,168588.29,248
13637,58,3,238942.9,174
13638,22,1,19847.23,0
13639,80,1,86734.67,0
13642,222,1,162514.45,0
13643,37,3,44532.34,154
13644,15,5,353585.57,96
13645,126,1,5971.1,0
13647,16,5,187745.32,225
13649,263,2,56307.48,109
